Product Name,Description,URL,Page Number,Cleaned Description
Great-Expectations-Data,Use Great Expectations https://docs.greatexpectations.io/en/latest/ to validate data,https://github.com/marketplace/actions/great-expectations-data,48,use great expectation httpsdocsgreatexpectationsioenlatest validate data
Sync GitHub Advanced Security and Jira,This helps sync GHAS alerts to JIRA by creating an issue for each alert,https://github.com/marketplace/actions/sync-github-advanced-security-and-jira,48,help sync ghas alert jira creating issue alert
Laravel Forge Deploy Action,Trigger Laravel Forge Deployments with Github Actions,https://github.com/marketplace/actions/laravel-forge-deploy-action,49,trigger laravel forge deployment github action
Salesforce SFDX CLI Action,This action allows to use Salesforce SFDX CLI from GitHub Actions,https://github.com/marketplace/actions/salesforce-sfdx-cli-action,49,action allows use salesforce sfdx cli github action
s3 cache,S3 actions cache with actions/cache@v2 passthrough,https://github.com/marketplace/actions/s3-cache,49,action cache actionscachev passthrough
💬 Send Message to Slack 🚀,From Github Action to Slack. Easy to use. Supports Slack s optional arguments. Pure JavaScript = Fast,https://github.com/marketplace/actions/send-message-to-slack,49,github action slack easy use support slack optional argument pure javascript fast
Eco CI Energy Estimation,Estimate the energy of Linux Github Actions Runner VMs via ML Model,https://github.com/marketplace/actions/eco-ci-energy-estimation,49,estimate energy linux github action runner vms via ml model
Profile Readme,Collection of widgets for your profile README,https://github.com/marketplace/actions/profile-readme,49,collection widget profile readme
Page Speed Insights,Utilize Google s Page Speed Insights to audit your application,https://github.com/marketplace/actions/page-speed-insights,49,utilize google page speed insight audit application
Yet Another Upload Release Asset Action,Yet Another Upload Release Asset Action,https://github.com/marketplace/actions/yet-another-upload-release-asset-action,49,yet another upload release asset action
Discord Commits,Send commit summary to Discord using custom templates,https://github.com/marketplace/actions/discord-commits,49,send commit summary discord using custom template
actionlint with reviewdog,run actionlint with reviewdog,https://github.com/marketplace/actions/actionlint-with-reviewdog,49,run actionlint reviewdog
Doxygen GitHub Pages Deploy Action,Make docs with Doxygen then deploy the generated HTML to GitHub pages,https://github.com/marketplace/actions/doxygen-github-pages-deploy-action,49,make doc doxygen deploy generated html github page
Validate JSON,GitHub Action: Validate JSON,https://github.com/marketplace/actions/validate-json,49,github action validate json
Private Actions Checkout,Enables using private actions on a workflow,https://github.com/marketplace/actions/private-actions-checkout,49,enables using private action workflow
Release GitHub Actions,This is a GitHub Actions that automates the release of GitHub Actions,https://github.com/marketplace/actions/release-github-actions,49,github action automates release github action
Android Kernel Action,Build android kernel with GitHub Action,https://github.com/marketplace/actions/android-kernel-action,49,build android kernel github action
Pull Request Updater GitHub Action,GitHub Action that updates a pull request with information extracted from branch name,https://github.com/marketplace/actions/pull-request-updater-github-action,49,github action update pull request information extracted branch name
Bundle comparison,Compare the bundle size between the base branch and the current branch,https://github.com/marketplace/actions/bundle-comparison,49,compare bundle size base branch current branch
Azure Pipelines Action,Trigger a run in Azure pipelines,https://github.com/marketplace/actions/azure-pipelines-action,49,trigger run azure pipeline
Codespell with annotations,Codespell with annotations for Pull Request,https://github.com/marketplace/actions/codespell-with-annotations,49,codespell annotation pull request
ssh-scp-ssh-pipelines,Pipelines: ssh - scp - ssh,https://github.com/marketplace/actions/ssh-scp-ssh-pipelines,49,pipeline ssh scp ssh
Codespell with annotations,Codespell with annotations for Pull Request,https://github.com/marketplace/actions/codespell-with-annotations,50,codespell annotation pull request
ssh-scp-ssh-pipelines,Pipelines: ssh - scp - ssh,https://github.com/marketplace/actions/ssh-scp-ssh-pipelines,50,pipeline ssh scp ssh
Install MinGW,Install MinGW-w64,https://github.com/marketplace/actions/install-mingw,50,install mingww
Azure Pipelines Action,Trigger a run in Azure pipelines,https://github.com/marketplace/actions/azure-pipelines-action,50,trigger run azure pipeline
Mutex Action,A simple locking/unlocking mechanism to provide mutual exclusion in Github Actions,https://github.com/marketplace/actions/mutex-action,50,simple lockingunlocking mechanism provide mutual exclusion github action
Gradle Dependency Submission,Calculates dependencies for a Gradle build-target and submits the list to the Dependency Submission API,https://github.com/marketplace/actions/gradle-dependency-submission,50,calculates dependency gradle buildtarget submits list dependency submission api
WordPress Plugin Check,Test your WordPress plugin with Plugin Check,https://github.com/marketplace/actions/wordpress-plugin-check,50,test wordpress plugin plugin check
Rubocop checks,Lint your Ruby code in parallel to your builds,https://github.com/marketplace/actions/rubocop-checks,50,lint ruby code parallel build
Danger PHP,"Danger PHP runs during your CI process, and gives teams the chance to automate common code review chores",https://github.com/marketplace/actions/danger-php,50,danger php run ci process give team chance automate common code review chore
GitHub Security Report Action,Generates security reports for a GitHub repository,https://github.com/marketplace/actions/github-security-report-action,50,generates security report github repository
Microsoft Teams (Generic),Send a message to the designated channel in Microsoft Teams,https://github.com/marketplace/actions/microsoft-teams-generic,50,send message designated channel microsoft team
LAPRAS Card Readme,Add LAPRAS Card to your GitHub profile,https://github.com/marketplace/actions/lapras-card-readme,50,add lapras card github profile
Create Release in Octopus Deploy,GitHub Action to create a release in Octopus Deploy,https://github.com/marketplace/actions/create-release-in-octopus-deploy,50,github action create release octopus deploy
Label checker for pull requests,Checks pull requests for given labels,https://github.com/marketplace/actions/label-checker-for-pull-requests,50,check pull request given label
notify-microsoft-teams,Microsoft Teams Notification for Github Actions,https://github.com/marketplace/actions/notify-microsoft-teams,50,microsoft team notification github action
Markdown Linting Action,GitHub Action to run markdown linter,https://github.com/marketplace/actions/markdown-linting-action,50,github action run markdown linter
Install a binary from GitHub releases,Install binaries from GitHub releases,https://github.com/marketplace/actions/install-a-binary-from-github-releases,50,install binary github release
generate-sitemap,Generate an XML sitemap for a GitHub Pages site using GitHub Actions,https://github.com/marketplace/actions/generate-sitemap,50,generate xml sitemap github page site using github action
